Project,Shape,Property Name,Property label,URI
AI_Widget_TestArea_AI_Widget_TestArea_Dev_Stream_attributes,'Elaborated By',,oslc_rm:elaboratedBy,
AI_Widget_TestArea_AI_Widget_TestArea_Dev_Stream_attributes,Elaborates,,oslc_rm:elaborates,
AI_Widget_TestArea_AI_Widget_TestArea_Dev_Stream_attributes,Embeds,,rdm_types:Embedding,
AI_Widget_TestArea_AI_Widget_TestArea_Dev_Stream_attributes,'External link to',,https://dng.skb.se/link/external,
AI_Widget_TestArea_AI_Widget_TestArea_Dev_Stream_attributes,Extracted,,rdm_types:Extraction,
AI_Widget_TestArea_AI_Widget_TestArea_Dev_Stream_attributes,ForeignCreatedBy,,http://jazz.net/ns/rm/dng/attribute#masterForeignCreatedBy,
AI_Widget_TestArea_AI_Widget_TestArea_Dev_Stream_attributes,ForeignCreatedOn,,http://jazz.net/ns/rm/dng/attribute#masterForeignCreatedOn,
AI_Widget_TestArea_AI_Widget_TestArea_Dev_Stream_attributes,ForeignID,,http://jazz.net/ns/rm/dng/attribute#masterForeignId,
AI_Widget_TestArea_AI_Widget_TestArea_Dev_Stream_attributes,ForeignModifiedBy,,http://jazz.net/ns/rm/dng/attribute#masterForeignModifiedBy,
AI_Widget_TestArea_AI_Widget_TestArea_Dev_Stream_attributes,ForeignModifiedOn,,http://jazz.net/ns/rm/dng/attribute#masterForeignModifiedOn,
AI_Widget_TestArea_AI_Widget_TestArea_Dev_Stream_attributes,Identifier,,dcterms:identifier,
AI_Widget_TestArea_AI_Widget_TestArea_Dev_Stream_attributes,'Initial PHSLH',,https://clm.celeris.se/rm/types/AD_es-ZEo_bEe-lXMAnwStbdQ,
AI_Widget_TestArea_AI_Widget_TestArea_Dev_Stream_attributes,,--,https://clm.celeris.se/rm/types/AT_eogv3I_bEe-lXMAnwStbdQ#_cXvWFEqNEe-lXMAnwStbdQ,https://clm.celeris.se/rm/types/AT_eogv3I_bEe-lXMAnwStbdQ#_cXvWFEqNEe-lXMAnwStbdQ
AI_Widget_TestArea_AI_Widget_TestArea_Dev_Stream_attributes,,Certain,https://clm.celeris.se/rm/types/AT_eogv3I_bEe-lXMAnwStbdQ#_cXvWDUqNEe-lXMAnwStbdQ,https://clm.celeris.se/rm/types/AT_eogv3I_bEe-lXMAnwStbdQ#_cXvWDUqNEe-lXMAnwStbdQ
AI_Widget_TestArea_AI_Widget_TestArea_Dev_Stream_attributes,,'Extremely Unlikely',https://clm.celeris.se/rm/types/AT_eogv3I_bEe-lXMAnwStbdQ#_cXvWE0qNEe-lXMAnwStbdQ,https://clm.celeris.se/rm/types/AT_eogv3I_bEe-lXMAnwStbdQ#_cXvWE0qNEe-lXMAnwStbdQ
AI_Widget_TestArea_AI_Widget_TestArea_Dev_Stream_attributes,,Likely,https://clm.celeris.se/rm/types/AT_eogv3I_bEe-lXMAnwStbdQ#_cXvWDkqNEe-lXMAnwStbdQ,https://clm.celeris.se/rm/types/AT_eogv3I_bEe-lXMAnwStbdQ#_cXvWDkqNEe-lXMAnwStbdQ
AI_Widget_TestArea_AI_Widget_TestArea_Dev_Stream_attributes,,'Somewhat Likely',https://clm.celeris.se/rm/types/AT_eogv3I_bEe-lXMAnwStbdQ#_cXvWEEqNEe-lXMAnwStbdQ,https://clm.celeris.se/rm/types/AT_eogv3I_bEe-lXMAnwStbdQ#_cXvWEEqNEe-lXMAnwStbdQ
AI_Widget_TestArea_AI_Widget_TestArea_Dev_Stream_attributes,,Unlikely,https://clm.celeris.se/rm/types/AT_eogv3I_bEe-lXMAnwStbdQ#_cXvWEUqNEe-lXMAnwStbdQ,https://clm.celeris.se/rm/types/AT_eogv3I_bEe-lXMAnwStbdQ#_cXvWEUqNEe-lXMAnwStbdQ
AI_Widget_TestArea_AI_Widget_TestArea_Dev_Stream_attributes,,'Very Likely',https://clm.celeris.se/rm/types/AT_eogv3I_bEe-lXMAnwStbdQ#_cXvWD0qNEe-lXMAnwStbdQ,https://clm.celeris.se/rm/types/AT_eogv3I_bEe-lXMAnwStbdQ#_cXvWD0qNEe-lXMAnwStbdQ
AI_Widget_TestArea_AI_Widget_TestArea_Dev_Stream_attributes,,'Very Unlikely',https://clm.celeris.se/rm/types/AT_eogv3I_bEe-lXMAnwStbdQ#_cXvWEkqNEe-lXMAnwStbdQ,https://clm.celeris.se/rm/types/AT_eogv3I_bEe-lXMAnwStbdQ#_cXvWEkqNEe-lXMAnwStbdQ
AI_Widget_TestArea_AI_Widget_TestArea_Dev_Stream_attributes,'Initial POHS',,https://clm.celeris.se/rm/types/AD_etR7Eo_bEe-lXMAnwStbdQ,
AI_Widget_TestArea_AI_Widget_TestArea_Dev_Stream_attributes,,--,https://clm.celeris.se/rm/types/AT_eogv3Y_bEe-lXMAnwStbdQ#_cXmMQ0qNEe-lXMAnwStbdQ,https://clm.celeris.se/rm/types/AT_eogv3Y_bEe-lXMAnwStbdQ#_cXmMQ0qNEe-lXMAnwStbdQ
AI_Widget_TestArea_AI_Widget_TestArea_Dev_Stream_attributes,,Infrequent,https://clm.celeris.se/rm/types/AT_eogv3Y_bEe-lXMAnwStbdQ#_cXmMQEqNEe-lXMAnwStbdQ,https://clm.celeris.se/rm/types/AT_eogv3Y_bEe-lXMAnwStbdQ#_cXmMQEqNEe-lXMAnwStbdQ
AI_Widget_TestArea_AI_Widget_TestArea_Dev_Stream_attributes,,Intermittent,https://clm.celeris.se/rm/types/AT_eogv3Y_bEe-lXMAnwStbdQ#_cXmMP0qNEe-lXMAnwStbdQ,https://clm.celeris.se/rm/types/AT_eogv3Y_bEe-lXMAnwStbdQ#_cXmMP0qNEe-lXMAnwStbdQ
AI_Widget_TestArea_AI_Widget_TestArea_Dev_Stream_attributes,,Rare,https://clm.celeris.se/rm/types/AT_eogv3Y_bEe-lXMAnwStbdQ#_cXmMQUqNEe-lXMAnwStbdQ,https://clm.celeris.se/rm/types/AT_eogv3Y_bEe-lXMAnwStbdQ#_cXmMQUqNEe-lXMAnwStbdQ
AI_Widget_TestArea_AI_Widget_TestArea_Dev_Stream_attributes,,Reoccuring,https://clm.celeris.se/rm/types/AT_eogv3Y_bEe-lXMAnwStbdQ#_cXmMPkqNEe-lXMAnwStbdQ,https://clm.celeris.se/rm/types/AT_eogv3Y_bEe-lXMAnwStbdQ#_cXmMPkqNEe-lXMAnwStbdQ
AI_Widget_TestArea_AI_Widget_TestArea_Dev_Stream_attributes,,Unanticipated,https://clm.celeris.se/rm/types/AT_eogv3Y_bEe-lXMAnwStbdQ#_cXmMQkqNEe-lXMAnwStbdQ,https://clm.celeris.se/rm/types/AT_eogv3Y_bEe-lXMAnwStbdQ#_cXmMQkqNEe-lXMAnwStbdQ
AI_Widget_TestArea_AI_Widget_TestArea_Dev_Stream_attributes,'Initial POOH',,https://clm.celeris.se/rm/types/AD_etR7Go_bEe-lXMAnwStbdQ,
AI_Widget_TestArea_AI_Widget_TestArea_Dev_Stream_attributes,,--,https://clm.celeris.se/rm/types/AT_eogv0o_bEe-lXMAnwStbdQ#_cXvWB0qNEe-lXMAnwStbdQ,https://clm.celeris.se/rm/types/AT_eogv0o_bEe-lXMAnwStbdQ#_cXvWB0qNEe-lXMAnwStbdQ
AI_Widget_TestArea_AI_Widget_TestArea_Dev_Stream_attributes,,Frequent,https://clm.celeris.se/rm/types/AT_eogv0o_bEe-lXMAnwStbdQ#_cXvWAkqNEe-lXMAnwStbdQ,https://clm.celeris.se/rm/types/AT_eogv0o_bEe-lXMAnwStbdQ#_cXvWAkqNEe-lXMAnwStbdQ
AI_Widget_TestArea_AI_Widget_TestArea_Dev_Stream_attributes,,Negligible,https://clm.celeris.se/rm/types/AT_eogv0o_bEe-lXMAnwStbdQ#_cXvWBkqNEe-lXMAnwStbdQ,https://clm.celeris.se/rm/types/AT_eogv0o_bEe-lXMAnwStbdQ#_cXvWBkqNEe-lXMAnwStbdQ
AI_Widget_TestArea_AI_Widget_TestArea_Dev_Stream_attributes,,Occasional,https://clm.celeris.se/rm/types/AT_eogv0o_bEe-lXMAnwStbdQ#_cXvWBEqNEe-lXMAnwStbdQ,https://clm.celeris.se/rm/types/AT_eogv0o_bEe-lXMAnwStbdQ#_cXvWBEqNEe-lXMAnwStbdQ
AI_Widget_TestArea_AI_Widget_TestArea_Dev_Stream_attributes,,Probable,https://clm.celeris.se/rm/types/AT_eogv0o_bEe-lXMAnwStbdQ#_cXvWA0qNEe-lXMAnwStbdQ,https://clm.celeris.se/rm/types/AT_eogv0o_bEe-lXMAnwStbdQ#_cXvWA0qNEe-lXMAnwStbdQ
AI_Widget_TestArea_AI_Widget_TestArea_Dev_Stream_attributes,,Remote,https://clm.celeris.se/rm/types/AT_eogv0o_bEe-lXMAnwStbdQ#_cXvWBUqNEe-lXMAnwStbdQ,https://clm.celeris.se/rm/types/AT_eogv0o_bEe-lXMAnwStbdQ#_cXvWBUqNEe-lXMAnwStbdQ
AI_Widget_TestArea_AI_Widget_TestArea_Dev_Stream_attributes,'Initial Risk',,https://clm.celeris.se/rm/types/AD_es-ZFY_bEe-lXMAnwStbdQ,
AI_Widget_TestArea_AI_Widget_TestArea_Dev_Stream_attributes,,--,https://clm.celeris.se/rm/types/AT_eop5xI_bEe-lXMAnwStbdQ#_cXmMJ0qNEe-lXMAnwStbdQ,https://clm.celeris.se/rm/types/AT_eop5xI_bEe-lXMAnwStbdQ#_cXmMJ0qNEe-lXMAnwStbdQ
AI_Widget_TestArea_AI_Widget_TestArea_Dev_Stream_attributes,,Acceptable,https://clm.celeris.se/rm/types/AT_eop5xI_bEe-lXMAnwStbdQ#_cXmMIkqNEe-lXMAnwStbdQ,https://clm.celeris.se/rm/types/AT_eop5xI_bEe-lXMAnwStbdQ#_cXmMIkqNEe-lXMAnwStbdQ
AI_Widget_TestArea_AI_Widget_TestArea_Dev_Stream_attributes,,ALARP,https://clm.celeris.se/rm/types/AT_eop5xI_bEe-lXMAnwStbdQ#_cXmMJkqNEe-lXMAnwStbdQ,https://clm.celeris.se/rm/types/AT_eop5xI_bEe-lXMAnwStbdQ#_cXmMJkqNEe-lXMAnwStbdQ
AI_Widget_TestArea_AI_Widget_TestArea_Dev_Stream_attributes,,'Broadly Acceptable',https://clm.celeris.se/rm/types/AT_eop5xI_bEe-lXMAnwStbdQ#_cXmMJUqNEe-lXMAnwStbdQ,https://clm.celeris.se/rm/types/AT_eop5xI_bEe-lXMAnwStbdQ#_cXmMJUqNEe-lXMAnwStbdQ
AI_Widget_TestArea_AI_Widget_TestArea_Dev_Stream_attributes,,'Marginally Acceptable',https://clm.celeris.se/rm/types/AT_eop5xI_bEe-lXMAnwStbdQ#_cXmMJEqNEe-lXMAnwStbdQ,https://clm.celeris.se/rm/types/AT_eop5xI_bEe-lXMAnwStbdQ#_cXmMJEqNEe-lXMAnwStbdQ
AI_Widget_TestArea_AI_Widget_TestArea_Dev_Stream_attributes,,Unacceptable,https://clm.celeris.se/rm/types/AT_eop5xI_bEe-lXMAnwStbdQ#_cXmMI0qNEe-lXMAnwStbdQ,https://clm.celeris.se/rm/types/AT_eop5xI_bEe-lXMAnwStbdQ#_cXmMI0qNEe-lXMAnwStbdQ
AI_Widget_TestArea_AI_Widget_TestArea_Dev_Stream_attributes,'Initial Severity',,https://clm.celeris.se/rm/types/AD_etIKFY_bEe-lXMAnwStbdQ,
AI_Widget_TestArea_AI_Widget_TestArea_Dev_Stream_attributes,,--,https://clm.celeris.se/rm/types/AT_eoW-0I_bEe-lXMAnwStbdQ#_cXmMLkqNEe-lXMAnwStbdQ,https://clm.celeris.se/rm/types/AT_eoW-0I_bEe-lXMAnwStbdQ#_cXmMLkqNEe-lXMAnwStbdQ
AI_Widget_TestArea_AI_Widget_TestArea_Dev_Stream_attributes,,Catastrophic,https://clm.celeris.se/rm/types/AT_eoW-0I_bEe-lXMAnwStbdQ#_cXmMKUqNEe-lXMAnwStbdQ,https://clm.celeris.se/rm/types/AT_eoW-0I_bEe-lXMAnwStbdQ#_cXmMKUqNEe-lXMAnwStbdQ
AI_Widget_TestArea_AI_Widget_TestArea_Dev_Stream_attributes,,Critical,https://clm.celeris.se/rm/types/AT_eoW-0I_bEe-lXMAnwStbdQ#_cXmMKkqNEe-lXMAnwStbdQ,https://clm.celeris.se/rm/types/AT_eoW-0I_bEe-lXMAnwStbdQ#_cXmMKkqNEe-lXMAnwStbdQ
AI_Widget_TestArea_AI_Widget_TestArea_Dev_Stream_attributes,,Minor,https://clm.celeris.se/rm/types/AT_eoW-0I_bEe-lXMAnwStbdQ#_cXmMLEqNEe-lXMAnwStbdQ,https://clm.celeris.se/rm/types/AT_eoW-0I_bEe-lXMAnwStbdQ#_cXmMLEqNEe-lXMAnwStbdQ
AI_Widget_TestArea_AI_Widget_TestArea_Dev_Stream_attributes,,Negligible,https://clm.celeris.se/rm/types/AT_eoW-0I_bEe-lXMAnwStbdQ#_cXmMLUqNEe-lXMAnwStbdQ,https://clm.celeris.se/rm/types/AT_eoW-0I_bEe-lXMAnwStbdQ#_cXmMLUqNEe-lXMAnwStbdQ
AI_Widget_TestArea_AI_Widget_TestArea_Dev_Stream_attributes,,Severe,https://clm.celeris.se/rm/types/AT_eoW-0I_bEe-lXMAnwStbdQ#_cXmMK0qNEe-lXMAnwStbdQ,https://clm.celeris.se/rm/types/AT_eoW-0I_bEe-lXMAnwStbdQ#_cXmMK0qNEe-lXMAnwStbdQ
AI_Widget_TestArea_AI_Widget_TestArea_Dev_Stream_attributes,'KBS-3 Clab Constraints',,https://dng.skb.se/attr/clabconstraints,
AI_Widget_TestArea_AI_Widget_TestArea_Dev_Stream_attributes,'KBS-3 Clink Constraints',,https://dng.skb.se/attr/clinkconstraints,
AI_Widget_TestArea_AI_Widget_TestArea_Dev_Stream_attributes,'KBS-3 Clink Engineering Area',,https://dng.skb.se/attr/clinkengineeringarea,
AI_Widget_TestArea_AI_Widget_TestArea_Dev_Stream_attributes,,Anläggningsutformning,urn:ibm:doors:genhttpsdngskbsevaluceaanl:dbfffa1fbb9c90ca65bcbf7e316ceabc,urn:ibm:doors:genhttpsdngskbsevaluceaanl:dbfffa1fbb9c90ca65bcbf7e316ceabc
AI_Widget_TestArea_AI_Widget_TestArea_Dev_Stream_attributes,,Automation,urn:ibm:doors:genhttpsdngskbsevaluceaauto:7b8debce33488d285470526a62ab765f,urn:ibm:doors:genhttpsdngskbsevaluceaauto:7b8debce33488d285470526a62ab765f
AI_Widget_TestArea_AI_Widget_TestArea_Dev_Stream_attributes,,Berg,urn:ibm:doors:genhttpsdngskbsevaluceaberg:cb4cd5290006637babfc77d2de369db7,urn:ibm:doors:genhttpsdngskbsevaluceaberg:cb4cd5290006637babfc77d2de369db7
AI_Widget_TestArea_AI_Widget_TestArea_Dev_Stream_attributes,,Byggnadsverk,urn:ibm:doors:genhttpsdngskbsevaluceabygg:eb7fab289014861bf3210c2d904cdafe,urn:ibm:doors:genhttpsdngskbsevaluceabygg:eb7fab289014861bf3210c2d904cdafe
AI_Widget_TestArea_AI_Widget_TestArea_Dev_Stream_attributes,,Elkraft,urn:ibm:doors:genhttpsdngskbsevaluceaelkr:c554cef0b1fb8daae19785fd3f913281,urn:ibm:doors:genhttpsdngskbsevaluceaelkr:c554cef0b1fb8daae19785fd3f913281
AI_Widget_TestArea_AI_Widget_TestArea_Dev_Stream_attributes,,'Mark och VA',urn:ibm:doors:genhttpsdngskbsevaluceamark:ae245c055e6a174273f9ce2784571a42,urn:ibm:doors:genhttpsdngskbsevaluceamark:ae245c055e6a174273f9ce2784571a42
AI_Widget_TestArea_AI_Widget_TestArea_Dev_Stream_attributes,,'Mekanisk teknik',urn:ibm:doors:genhttpsdngskbsevaluceamek:684b3bb2519b009b20072b6a6e862334,urn:ibm:doors:genhttpsdngskbsevaluceamek:684b3bb2519b009b20072b6a6e862334
AI_Widget_TestArea_AI_Widget_TestArea_Dev_Stream_attributes,,Processutformning,urn:ibm:doors:genhttpsdngskbsevaluceaproc:81fe46eeb13a95c5469b6c4dbd085d84,urn:ibm:doors:genhttpsdngskbsevaluceaproc:81fe46eeb13a95c5469b6c4dbd085d84
AI_Widget_TestArea_AI_Widget_TestArea_Dev_Stream_attributes,,QA/QC,https://dng.skb.se/valu/cea#qa,https://dng.skb.se/valu/cea#qa
AI_Widget_TestArea_AI_Widget_TestArea_Dev_Stream_attributes,,Tele,urn:ibm:doors:genhttpsdngskbsevaluceatele:c6afa97e7340c839efd46391e8232dce,urn:ibm:doors:genhttpsdngskbsevaluceatele:c6afa97e7340c839efd46391e8232dce
AI_Widget_TestArea_AI_Widget_TestArea_Dev_Stream_attributes,,Uppförande,https://dng.skb.se/valu/cea#upp,https://dng.skb.se/valu/cea#upp
AI_Widget_TestArea_AI_Widget_TestArea_Dev_Stream_attributes,,VVS,urn:ibm:doors:genhttpsdngskbsevaluceavvs:569086531301b0f953ff58aa02ab5fb7,urn:ibm:doors:genhttpsdngskbsevaluceavvs:569086531301b0f953ff58aa02ab5fb7
AI_Widget_TestArea_AI_Widget_TestArea_Dev_Stream_attributes,'KBS-3 Clink System Group or Number',,https://dng.skb.se/attr/clinksysgroupornumber,
AI_Widget_TestArea_AI_Widget_TestArea_Dev_Stream_attributes,,'1 Site Area and Buildings',https://dng.skb.se/valu/csgn#1,https://dng.skb.se/valu/csgn#1
AI_Widget_TestArea_AI_Widget_TestArea_Dev_Stream_attributes,,"'113 Roads, open areas and fences'",https://dng.skb.se/valu/csgn#113,https://dng.skb.se/valu/csgn#113
AI_Widget_TestArea_AI_Widget_TestArea_Dev_Stream_attributes,,'115 Culverts an trenches in the ground (C)',https://dng.skb.se/valu/csgn#115,https://dng.skb.se/valu/csgn#115
AI_Widget_TestArea_AI_Widget_TestArea_Dev_Stream_attributes,,'117 External earthing and lightning arresting system',https://dng.skb.se/valu/csgn#117,https://dng.skb.se/valu/csgn#117
AI_Widget_TestArea_AI_Widget_TestArea_Dev_Stream_attributes,,'121 Receiving building (M)',https://dng.skb.se/valu/csgn#121,https://dng.skb.se/valu/csgn#121
AI_Widget_TestArea_AI_Widget_TestArea_Dev_Stream_attributes,,'123 Electrical building (E',https://dng.skb.se/valu/csgn#123,https://dng.skb.se/valu/csgn#123
AI_Widget_TestArea_AI_Widget_TestArea_Dev_Stream_attributes,,'124 Encapsulation building (I)',https://dng.skb.se/valu/csgn#124,https://dng.skb.se/valu/csgn#124
AI_Widget_TestArea_AI_Widget_TestArea_Dev_Stream_attributes,,'125 Electrical building encapsulation (N)',https://dng.skb.se/valu/csgn#125,https://dng.skb.se/valu/csgn#125
AI_Widget_TestArea_AI_Widget_TestArea_Dev_Stream_attributes,,'127 Safety Building',https://dng.skb.se/valu/csgn#127,https://dng.skb.se/valu/csgn#127
AI_Widget_TestArea_AI_Widget_TestArea_Dev_Stream_attributes,,"'140 Building for backup power, normal operation (O)'",https://dng.skb.se/valu/csgn#140,https://dng.skb.se/valu/csgn#140
AI_Widget_TestArea_AI_Widget_TestArea_Dev_Stream_attributes,,"'143 143, Building for backup power, physical protection (D)'",https://dng.skb.se/valu/csgn#143,https://dng.skb.se/valu/csgn#143
AI_Widget_TestArea_AI_Widget_TestArea_Dev_Stream_attributes,,'145 Cooling water intake building (R)',https://dng.skb.se/valu/csgn#145,https://dng.skb.se/valu/csgn#145
AI_Widget_TestArea_AI_Widget_TestArea_Dev_Stream_attributes,,'146 Building for transport casks and disposal canisters (U)',https://dng.skb.se/valu/csgn#146,https://dng.skb.se/valu/csgn#146
AI_Widget_TestArea_AI_Widget_TestArea_Dev_Stream_attributes,,'154 Pools in receiving building',https://dng.skb.se/valu/csgn#154,https://dng.skb.se/valu/csgn#154
AI_Widget_TestArea_AI_Widget_TestArea_Dev_Stream_attributes,,"'2 Equipment for Receiving, Handling, Storage'",https://dng.skb.se/valu/csgn#2,https://dng.skb.se/valu/csgn#2
AI_Widget_TestArea_AI_Widget_TestArea_Dev_Stream_attributes,,'233 Fuel Elevator',https://dng.skb.se/valu/csgn#233,https://dng.skb.se/valu/csgn#233
AI_Widget_TestArea_AI_Widget_TestArea_Dev_Stream_attributes,,'255 Handling station equipment',https://dng.skb.se/valu/csgn#255,https://dng.skb.se/valu/csgn#255
AI_Widget_TestArea_AI_Widget_TestArea_Dev_Stream_attributes,,'256 Inert and lidding station equipment',https://dng.skb.se/valu/csgn#256,https://dng.skb.se/valu/csgn#256
AI_Widget_TestArea_AI_Widget_TestArea_Dev_Stream_attributes,,'257 Welding station equipment',https://dng.skb.se/valu/csgn#257,https://dng.skb.se/valu/csgn#257
AI_Widget_TestArea_AI_Widget_TestArea_Dev_Stream_attributes,,'258 Machining station equipment',https://dng.skb.se/valu/csgn#258,https://dng.skb.se/valu/csgn#258
AI_Widget_TestArea_AI_Widget_TestArea_Dev_Stream_attributes,,'259 NDT station equipment',https://dng.skb.se/valu/csgn#259,https://dng.skb.se/valu/csgn#259
AI_Widget_TestArea_AI_Widget_TestArea_Dev_Stream_attributes,,'267 Hantering av använda aktiva filter',https://dng.skb.se/valu/csgn#267,https://dng.skb.se/valu/csgn#267
AI_Widget_TestArea_AI_Widget_TestArea_Dev_Stream_attributes,,'268 Hanteringsklockor',https://dng.skb.se/valu/csgn#268,https://dng.skb.se/valu/csgn#268
AI_Widget_TestArea_AI_Widget_TestArea_Dev_Stream_attributes,,'269 Transport casks for disposal canisters',https://dng.skb.se/valu/csgn#269,https://dng.skb.se/valu/csgn#269
AI_Widget_TestArea_AI_Widget_TestArea_Dev_Stream_attributes,,'278 Disposal canisters',https://dng.skb.se/valu/csgn#278,https://dng.skb.se/valu/csgn#278
AI_Widget_TestArea_AI_Widget_TestArea_Dev_Stream_attributes,,'281 Main overhead cranes in receiving building',https://dng.skb.se/valu/csgn#281,https://dng.skb.se/valu/csgn#281
AI_Widget_TestArea_AI_Widget_TestArea_Dev_Stream_attributes,,'282 Auxilary cranes',https://dng.skb.se/valu/csgn#282,https://dng.skb.se/valu/csgn#282
AI_Widget_TestArea_AI_Widget_TestArea_Dev_Stream_attributes,,'283 Lyftverktyg',https://dng.skb.se/valu/csgn#283,https://dng.skb.se/valu/csgn#283
AI_Widget_TestArea_AI_Widget_TestArea_Dev_Stream_attributes,,'284 Main overhead cranes in encapsulation building',https://dng.skb.se/valu/csgn#284,https://dng.skb.se/valu/csgn#284
AI_Widget_TestArea_AI_Widget_TestArea_Dev_Stream_attributes,,'287 Shielded transport frames',https://dng.skb.se/valu/csgn#287,https://dng.skb.se/valu/csgn#287
AI_Widget_TestArea_AI_Widget_TestArea_Dev_Stream_attributes,,'289 Equipment for receiving and inspection of disposal canister',https://dng.skb.se/valu/csgn#289,https://dng.skb.se/valu/csgn#289
AI_Widget_TestArea_AI_Widget_TestArea_Dev_Stream_attributes,,'293 Transport and handling equipment in dispatch hall',https://dng.skb.se/valu/csgn#293,https://dng.skb.se/valu/csgn#293
AI_Widget_TestArea_AI_Widget_TestArea_Dev_Stream_attributes,,'294 Disposal canister handling station',https://dng.skb.se/valu/csgn#294,https://dng.skb.se/valu/csgn#294
AI_Widget_TestArea_AI_Widget_TestArea_Dev_Stream_attributes,,'295 Disposal canister handling machine',https://dng.skb.se/valu/csgn#295,https://dng.skb.se/valu/csgn#295
AI_Widget_TestArea_AI_Widget_TestArea_Dev_Stream_attributes,,'296 Equipment for transport casks for disposal canisters',https://dng.skb.se/valu/csgn#296,https://dng.skb.se/valu/csgn#296
AI_Widget_TestArea_AI_Widget_TestArea_Dev_Stream_attributes,,'297 Power manipulators',https://dng.skb.se/valu/csgn#297,https://dng.skb.se/valu/csgn#297
AI_Widget_TestArea_AI_Widget_TestArea_Dev_Stream_attributes,,'298 Master slave manipulators',https://dng.skb.se/valu/csgn#298,https://dng.skb.se/valu/csgn#298
AI_Widget_TestArea_AI_Widget_TestArea_Dev_Stream_attributes,,'3 Auxiliary Systems',https://dng.skb.se/valu/csgn#3,https://dng.skb.se/valu/csgn#3
AI_Widget_TestArea_AI_Widget_TestArea_Dev_Stream_attributes,,'327 Emergency cooling system for storage pools',https://dng.skb.se/valu/csgn#327,https://dng.skb.se/valu/csgn#327
AI_Widget_TestArea_AI_Widget_TestArea_Dev_Stream_attributes,,'345 Controlled area floor drainage system',https://dng.skb.se/valu/csgn#345,https://dng.skb.se/valu/csgn#345
AI_Widget_TestArea_AI_Widget_TestArea_Dev_Stream_attributes,,'35 Disposal canister auxiliary systems',https://dng.skb.se/valu/csgn#35,https://dng.skb.se/valu/csgn#35
AI_Widget_TestArea_AI_Widget_TestArea_Dev_Stream_attributes,,'351 Fuel drying system',https://dng.skb.se/valu/csgn#351,https://dng.skb.se/valu/csgn#351
AI_Widget_TestArea_AI_Widget_TestArea_Dev_Stream_attributes,,'354 Decontamination equipment for disposal canister',https://dng.skb.se/valu/csgn#354,https://dng.skb.se/valu/csgn#354
AI_Widget_TestArea_AI_Widget_TestArea_Dev_Stream_attributes,,'357 Friction stir welding machine',https://dng.skb.se/valu/csgn#357,https://dng.skb.se/valu/csgn#357
AI_Widget_TestArea_AI_Widget_TestArea_Dev_Stream_attributes,,'358 Machining equipment for disposal canisterl',https://dng.skb.se/valu/csgn#358,https://dng.skb.se/valu/csgn#358
AI_Widget_TestArea_AI_Widget_TestArea_Dev_Stream_attributes,,'36 Treatment of solid waste',https://dng.skb.se/valu/csgn#36,https://dng.skb.se/valu/csgn#36
AI_Widget_TestArea_AI_Widget_TestArea_Dev_Stream_attributes,,'363 Handling of active filters',https://dng.skb.se/valu/csgn#363,https://dng.skb.se/valu/csgn#363
AI_Widget_TestArea_AI_Widget_TestArea_Dev_Stream_attributes,,'365 Handling of copper chips',https://dng.skb.se/valu/csgn#365,https://dng.skb.se/valu/csgn#365
AI_Widget_TestArea_AI_Widget_TestArea_Dev_Stream_attributes,,'371 Purification of process water',https://dng.skb.se/valu/csgn#371,https://dng.skb.se/valu/csgn#371
AI_Widget_TestArea_AI_Widget_TestArea_Dev_Stream_attributes,,'5 Control Equipment',https://dng.skb.se/valu/csgn#5,https://dng.skb.se/valu/csgn#5
AI_Widget_TestArea_AI_Widget_TestArea_Dev_Stream_attributes,,'506 Network based programmable equipment',https://dng.skb.se/valu/csgn#506,https://dng.skb.se/valu/csgn#506
AI_Widget_TestArea_AI_Widget_TestArea_Dev_Stream_attributes,,"'511 Control panels, tables and desks'",https://dng.skb.se/valu/csgn#511,https://dng.skb.se/valu/csgn#511
AI_Widget_TestArea_AI_Widget_TestArea_Dev_Stream_attributes,,'541 Process measurement',https://dng.skb.se/valu/csgn#541,https://dng.skb.se/valu/csgn#541
AI_Widget_TestArea_AI_Widget_TestArea_Dev_Stream_attributes,,'542 Process control',https://dng.skb.se/valu/csgn#542,https://dng.skb.se/valu/csgn#542
AI_Widget_TestArea_AI_Widget_TestArea_Dev_Stream_attributes,,'543 Object manouvre',https://dng.skb.se/valu/csgn#543,https://dng.skb.se/valu/csgn#543
AI_Widget_TestArea_AI_Widget_TestArea_Dev_Stream_attributes,,'551 Smear test equipment for disposal canisterl',https://dng.skb.se/valu/csgn#551,https://dng.skb.se/valu/csgn#551
AI_Widget_TestArea_AI_Widget_TestArea_Dev_Stream_attributes,,'553 Radioactivity measurement in ventilation chimney',https://dng.skb.se/valu/csgn#553,https://dng.skb.se/valu/csgn#553
AI_Widget_TestArea_AI_Widget_TestArea_Dev_Stream_attributes,,'554 Radioactivity measurement in process system',https://dng.skb.se/valu/csgn#554,https://dng.skb.se/valu/csgn#554
AI_Widget_TestArea_AI_Widget_TestArea_Dev_Stream_attributes,,'555 Radioactivity measurement in rooms',https://dng.skb.se/valu/csgn#555,https://dng.skb.se/valu/csgn#555
AI_Widget_TestArea_AI_Widget_TestArea_Dev_Stream_attributes,,'57 Encapsulation measurements',https://dng.skb.se/valu/csgn#57,https://dng.skb.se/valu/csgn#57
