Project,Shape,Property Name,Property label,URI
0___Widget_Development_Testing_Area___streams__rm__0___Widget_Development_Testing_Area__DOORS_Next__Dev_Thierry_attributes,Anteckning,,https://trafikverket.se/rgv/attribute/anteckning,
0___Widget_Development_Testing_Area___streams__rm__0___Widget_Development_Testing_Area__DOORS_Next__Dev_Thierry_attributes,'Approved By',,https://clm.celeris.se/rm/types/AD_cc0DzEqNEe-lXMAnwStbdQ,
0___Widget_Development_Testing_Area___streams__rm__0___Widget_Development_Testing_Area__DOORS_Next__Dev_Thierry_attributes,'Approver Position',,https://clm.celeris.se/rm/types/AD_cc0Dv0qNEe-lXMAnwStbdQ,
0___Widget_Development_Testing_Area___streams__rm__0___Widget_Development_Testing_Area__DOORS_Next__Dev_Thierry_attributes,Background,,https://dng.skb.se/attr/background,
0___Widget_Development_Testing_Area___streams__rm__0___Widget_Development_Testing_Area__DOORS_Next__Dev_Thierry_attributes,'Child Of',,rdm_types:Decomposition,
0___Widget_Development_Testing_Area___streams__rm__0___Widget_Development_Testing_Area__DOORS_Next__Dev_Thierry_attributes,Clarity,,https://clm.celeris.se/rm/types/AD_cc0Dz0qNEe-lXMAnwStbdQ,
0___Widget_Development_Testing_Area___streams__rm__0___Widget_Development_Testing_Area__DOORS_Next__Dev_Thierry_attributes,,High,https://clm.celeris.se/rm/types/AT_cXvWGUqNEe-lXMAnwStbdQ#_cXvWHEqNEe-lXMAnwStbdQ,https://clm.celeris.se/rm/types/AT_cXvWGUqNEe-lXMAnwStbdQ#_cXvWHEqNEe-lXMAnwStbdQ
0___Widget_Development_Testing_Area___streams__rm__0___Widget_Development_Testing_Area__DOORS_Next__Dev_Thierry_attributes,,Low,https://clm.celeris.se/rm/types/AT_cXvWGUqNEe-lXMAnwStbdQ#_cXvWGkqNEe-lXMAnwStbdQ,https://clm.celeris.se/rm/types/AT_cXvWGUqNEe-lXMAnwStbdQ#_cXvWGkqNEe-lXMAnwStbdQ
0___Widget_Development_Testing_Area___streams__rm__0___Widget_Development_Testing_Area__DOORS_Next__Dev_Thierry_attributes,,Medium,https://clm.celeris.se/rm/types/AT_cXvWGUqNEe-lXMAnwStbdQ#_cXvWG0qNEe-lXMAnwStbdQ,https://clm.celeris.se/rm/types/AT_cXvWGUqNEe-lXMAnwStbdQ#_cXvWG0qNEe-lXMAnwStbdQ
0___Widget_Development_Testing_Area___streams__rm__0___Widget_Development_Testing_Area__DOORS_Next__Dev_Thierry_attributes,cmint_applied_RCR_numbers,,https://clm.celeris.se/rm/types/AD_cc0D0EqNEe-lXMAnwStbdQ,
0___Widget_Development_Testing_Area___streams__rm__0___Widget_Development_Testing_Area__DOORS_Next__Dev_Thierry_attributes,'Constrained By',,https://dng.skb.se/link/constraint,
0___Widget_Development_Testing_Area___streams__rm__0___Widget_Development_Testing_Area__DOORS_Next__Dev_Thierry_attributes,Contributor,,dcterms:contributor,
0___Widget_Development_Testing_Area___streams__rm__0___Widget_Development_Testing_Area__DOORS_Next__Dev_Thierry_attributes,'Created On',,dcterms:created,
0___Widget_Development_Testing_Area___streams__rm__0___Widget_Development_Testing_Area__DOORS_Next__Dev_Thierry_attributes,Creator,,dcterms:creator,
0___Widget_Development_Testing_Area___streams__rm__0___Widget_Development_Testing_Area__DOORS_Next__Dev_Thierry_attributes,Depth,,https://clm.celeris.se/rm/types/AD_RVAboFRBEe-lXMAnwStbdQ,
0___Widget_Development_Testing_Area___streams__rm__0___Widget_Development_Testing_Area__DOORS_Next__Dev_Thierry_attributes,'Derives Architecture Element',,http://jazz.net/ns/dm/linktypes#derives,
0___Widget_Development_Testing_Area___streams__rm__0___Widget_Development_Testing_Area__DOORS_Next__Dev_Thierry_attributes,Description,,dcterms:description,
0___Widget_Development_Testing_Area___streams__rm__0___Widget_Development_Testing_Area__DOORS_Next__Dev_Thierry_attributes,'Elaborated By',,oslc_rm:elaboratedBy,
0___Widget_Development_Testing_Area___streams__rm__0___Widget_Development_Testing_Area__DOORS_Next__Dev_Thierry_attributes,Elaborates,,oslc_rm:elaborates,
0___Widget_Development_Testing_Area___streams__rm__0___Widget_Development_Testing_Area__DOORS_Next__Dev_Thierry_attributes,Embeds,,rdm_types:Embedding,
0___Widget_Development_Testing_Area___streams__rm__0___Widget_Development_Testing_Area__DOORS_Next__Dev_Thierry_attributes,'External link to',,https://dng.skb.se/link/external,
0___Widget_Development_Testing_Area___streams__rm__0___Widget_Development_Testing_Area__DOORS_Next__Dev_Thierry_attributes,Extracted,,rdm_types:Extraction,
0___Widget_Development_Testing_Area___streams__rm__0___Widget_Development_Testing_Area__DOORS_Next__Dev_Thierry_attributes,'Fast text i mall?',,https://trafikverket.se/rgv/attribute/fastmall,
0___Widget_Development_Testing_Area___streams__rm__0___Widget_Development_Testing_Area__DOORS_Next__Dev_Thierry_attributes,,'Ja (får ej ändras)',https://trafikverket.se/rgv/value/fasttext#ja,https://trafikverket.se/rgv/value/fasttext#ja
0___Widget_Development_Testing_Area___streams__rm__0___Widget_Development_Testing_Area__DOORS_Next__Dev_Thierry_attributes,,'Nej (kan ändras)',https://trafikverket.se/rgv/value/fasttext#nej,https://trafikverket.se/rgv/value/fasttext#nej
0___Widget_Development_Testing_Area___streams__rm__0___Widget_Development_Testing_Area__DOORS_Next__Dev_Thierry_attributes,'Flytta till folder',,https://trafikverket.se/rgv/attribute/flyttaTfolder,
0___Widget_Development_Testing_Area___streams__rm__0___Widget_Development_Testing_Area__DOORS_Next__Dev_Thierry_attributes,,Bilder,https://clm.celeris.se/rm/types/AT_2lKJwLCWEe-SeK_m0lzPFg#_2WdUM1AUGyLFPv2V8GCaaw,https://clm.celeris.se/rm/types/AT_2lKJwLCWEe-SeK_m0lzPFg#_2WdUM1AUGyLFPv2V8GCaaw
0___Widget_Development_Testing_Area___streams__rm__0___Widget_Development_Testing_Area__DOORS_Next__Dev_Thierry_attributes,,'Förkortningar och Termer',https://clm.celeris.se/rm/types/AT_2lKJwLCWEe-SeK_m0lzPFg#_AHPsPv4vFNqDwH4tRCepzw,https://clm.celeris.se/rm/types/AT_2lKJwLCWEe-SeK_m0lzPFg#_AHPsPv4vFNqDwH4tRCepzw
0___Widget_Development_Testing_Area___streams__rm__0___Widget_Development_Testing_Area__DOORS_Next__Dev_Thierry_attributes,,'Krav och råd referenser',https://clm.celeris.se/rm/types/AT_2lKJwLCWEe-SeK_m0lzPFg#_vozAMpcjG0DB2_qKETjZWQ,https://clm.celeris.se/rm/types/AT_2lKJwLCWEe-SeK_m0lzPFg#_vozAMpcjG0DB2_qKETjZWQ
0___Widget_Development_Testing_Area___streams__rm__0___Widget_Development_Testing_Area__DOORS_Next__Dev_Thierry_attributes,,Kravdokument,https://clm.celeris.se/rm/types/AT_2lKJwLCWEe-SeK_m0lzPFg#_bjawMNZwHC5OwAvD2GiozQ,https://clm.celeris.se/rm/types/AT_2lKJwLCWEe-SeK_m0lzPFg#_bjawMNZwHC5OwAvD2GiozQ
0___Widget_Development_Testing_Area___streams__rm__0___Widget_Development_Testing_Area__DOORS_Next__Dev_Thierry_attributes,,Källdokument,https://clm.celeris.se/rm/types/AT_2lKJwLCWEe-SeK_m0lzPFg#_wu06SmlhFJmOBYWPu2oS2Q,https://clm.celeris.se/rm/types/AT_2lKJwLCWEe-SeK_m0lzPFg#_wu06SmlhFJmOBYWPu2oS2Q
0___Widget_Development_Testing_Area___streams__rm__0___Widget_Development_Testing_Area__DOORS_Next__Dev_Thierry_attributes,,Papperskorg,https://clm.celeris.se/rm/types/AT_2lKJwLCWEe-SeK_m0lzPFg#_I4zNcon8F610FTh-7o2FCg,https://clm.celeris.se/rm/types/AT_2lKJwLCWEe-SeK_m0lzPFg#_I4zNcon8F610FTh-7o2FCg
0___Widget_Development_Testing_Area___streams__rm__0___Widget_Development_Testing_Area__DOORS_Next__Dev_Thierry_attributes,ForeignCreatedBy,,http://jazz.net/ns/rm/dng/attribute#masterForeignCreatedBy,
0___Widget_Development_Testing_Area___streams__rm__0___Widget_Development_Testing_Area__DOORS_Next__Dev_Thierry_attributes,ForeignCreatedOn,,http://jazz.net/ns/rm/dng/attribute#masterForeignCreatedOn,
0___Widget_Development_Testing_Area___streams__rm__0___Widget_Development_Testing_Area__DOORS_Next__Dev_Thierry_attributes,ForeignID,,http://jazz.net/ns/rm/dng/attribute#masterForeignId,
0___Widget_Development_Testing_Area___streams__rm__0___Widget_Development_Testing_Area__DOORS_Next__Dev_Thierry_attributes,ForeignModifiedBy,,http://jazz.net/ns/rm/dng/attribute#masterForeignModifiedBy,
0___Widget_Development_Testing_Area___streams__rm__0___Widget_Development_Testing_Area__DOORS_Next__Dev_Thierry_attributes,ForeignModifiedOn,,http://jazz.net/ns/rm/dng/attribute#masterForeignModifiedOn,
0___Widget_Development_Testing_Area___streams__rm__0___Widget_Development_Testing_Area__DOORS_Next__Dev_Thierry_attributes,'Gammalt ID (Utgår)',,https://trafikverket.se/rgv/attribute/gammaltid,
0___Widget_Development_Testing_Area___streams__rm__0___Widget_Development_Testing_Area__DOORS_Next__Dev_Thierry_attributes,Identifier,,dcterms:identifier,
0___Widget_Development_Testing_Area___streams__rm__0___Widget_Development_Testing_Area__DOORS_Next__Dev_Thierry_attributes,'Initial PHSLH',,https://clm.celeris.se/rm/types/AD_cc0D1UqNEe-lXMAnwStbdQ,
0___Widget_Development_Testing_Area___streams__rm__0___Widget_Development_Testing_Area__DOORS_Next__Dev_Thierry_attributes,,--,https://clm.celeris.se/rm/types/AT_cXvWDEqNEe-lXMAnwStbdQ#_cXvWFEqNEe-lXMAnwStbdQ,https://clm.celeris.se/rm/types/AT_cXvWDEqNEe-lXMAnwStbdQ#_cXvWFEqNEe-lXMAnwStbdQ
0___Widget_Development_Testing_Area___streams__rm__0___Widget_Development_Testing_Area__DOORS_Next__Dev_Thierry_attributes,,Certain,https://clm.celeris.se/rm/types/AT_cXvWDEqNEe-lXMAnwStbdQ#_cXvWDUqNEe-lXMAnwStbdQ,https://clm.celeris.se/rm/types/AT_cXvWDEqNEe-lXMAnwStbdQ#_cXvWDUqNEe-lXMAnwStbdQ
0___Widget_Development_Testing_Area___streams__rm__0___Widget_Development_Testing_Area__DOORS_Next__Dev_Thierry_attributes,,'Extremely Unlikely',https://clm.celeris.se/rm/types/AT_cXvWDEqNEe-lXMAnwStbdQ#_cXvWE0qNEe-lXMAnwStbdQ,https://clm.celeris.se/rm/types/AT_cXvWDEqNEe-lXMAnwStbdQ#_cXvWE0qNEe-lXMAnwStbdQ
0___Widget_Development_Testing_Area___streams__rm__0___Widget_Development_Testing_Area__DOORS_Next__Dev_Thierry_attributes,,Likely,https://clm.celeris.se/rm/types/AT_cXvWDEqNEe-lXMAnwStbdQ#_cXvWDkqNEe-lXMAnwStbdQ,https://clm.celeris.se/rm/types/AT_cXvWDEqNEe-lXMAnwStbdQ#_cXvWDkqNEe-lXMAnwStbdQ
0___Widget_Development_Testing_Area___streams__rm__0___Widget_Development_Testing_Area__DOORS_Next__Dev_Thierry_attributes,,'Somewhat Likely',https://clm.celeris.se/rm/types/AT_cXvWDEqNEe-lXMAnwStbdQ#_cXvWEEqNEe-lXMAnwStbdQ,https://clm.celeris.se/rm/types/AT_cXvWDEqNEe-lXMAnwStbdQ#_cXvWEEqNEe-lXMAnwStbdQ
0___Widget_Development_Testing_Area___streams__rm__0___Widget_Development_Testing_Area__DOORS_Next__Dev_Thierry_attributes,,Unlikely,https://clm.celeris.se/rm/types/AT_cXvWDEqNEe-lXMAnwStbdQ#_cXvWEUqNEe-lXMAnwStbdQ,https://clm.celeris.se/rm/types/AT_cXvWDEqNEe-lXMAnwStbdQ#_cXvWEUqNEe-lXMAnwStbdQ
0___Widget_Development_Testing_Area___streams__rm__0___Widget_Development_Testing_Area__DOORS_Next__Dev_Thierry_attributes,,'Very Likely',https://clm.celeris.se/rm/types/AT_cXvWDEqNEe-lXMAnwStbdQ#_cXvWD0qNEe-lXMAnwStbdQ,https://clm.celeris.se/rm/types/AT_cXvWDEqNEe-lXMAnwStbdQ#_cXvWD0qNEe-lXMAnwStbdQ
0___Widget_Development_Testing_Area___streams__rm__0___Widget_Development_Testing_Area__DOORS_Next__Dev_Thierry_attributes,,'Very Unlikely',https://clm.celeris.se/rm/types/AT_cXvWDEqNEe-lXMAnwStbdQ#_cXvWEkqNEe-lXMAnwStbdQ,https://clm.celeris.se/rm/types/AT_cXvWDEqNEe-lXMAnwStbdQ#_cXvWEkqNEe-lXMAnwStbdQ
0___Widget_Development_Testing_Area___streams__rm__0___Widget_Development_Testing_Area__DOORS_Next__Dev_Thierry_attributes,'Initial POHS',,https://clm.celeris.se/rm/types/AD_cc0Dw0qNEe-lXMAnwStbdQ,
0___Widget_Development_Testing_Area___streams__rm__0___Widget_Development_Testing_Area__DOORS_Next__Dev_Thierry_attributes,,--,https://clm.celeris.se/rm/types/AT_cXmMPUqNEe-lXMAnwStbdQ#_cXmMQ0qNEe-lXMAnwStbdQ,https://clm.celeris.se/rm/types/AT_cXmMPUqNEe-lXMAnwStbdQ#_cXmMQ0qNEe-lXMAnwStbdQ
0___Widget_Development_Testing_Area___streams__rm__0___Widget_Development_Testing_Area__DOORS_Next__Dev_Thierry_attributes,,Infrequent,https://clm.celeris.se/rm/types/AT_cXmMPUqNEe-lXMAnwStbdQ#_cXmMQEqNEe-lXMAnwStbdQ,https://clm.celeris.se/rm/types/AT_cXmMPUqNEe-lXMAnwStbdQ#_cXmMQEqNEe-lXMAnwStbdQ
0___Widget_Development_Testing_Area___streams__rm__0___Widget_Development_Testing_Area__DOORS_Next__Dev_Thierry_attributes,,Intermittent,https://clm.celeris.se/rm/types/AT_cXmMPUqNEe-lXMAnwStbdQ#_cXmMP0qNEe-lXMAnwStbdQ,https://clm.celeris.se/rm/types/AT_cXmMPUqNEe-lXMAnwStbdQ#_cXmMP0qNEe-lXMAnwStbdQ
0___Widget_Development_Testing_Area___streams__rm__0___Widget_Development_Testing_Area__DOORS_Next__Dev_Thierry_attributes,,Rare,https://clm.celeris.se/rm/types/AT_cXmMPUqNEe-lXMAnwStbdQ#_cXmMQUqNEe-lXMAnwStbdQ,https://clm.celeris.se/rm/types/AT_cXmMPUqNEe-lXMAnwStbdQ#_cXmMQUqNEe-lXMAnwStbdQ
0___Widget_Development_Testing_Area___streams__rm__0___Widget_Development_Testing_Area__DOORS_Next__Dev_Thierry_attributes,,Reoccuring,https://clm.celeris.se/rm/types/AT_cXmMPUqNEe-lXMAnwStbdQ#_cXmMPkqNEe-lXMAnwStbdQ,https://clm.celeris.se/rm/types/AT_cXmMPUqNEe-lXMAnwStbdQ#_cXmMPkqNEe-lXMAnwStbdQ
0___Widget_Development_Testing_Area___streams__rm__0___Widget_Development_Testing_Area__DOORS_Next__Dev_Thierry_attributes,,Unanticipated,https://clm.celeris.se/rm/types/AT_cXmMPUqNEe-lXMAnwStbdQ#_cXmMQkqNEe-lXMAnwStbdQ,https://clm.celeris.se/rm/types/AT_cXmMPUqNEe-lXMAnwStbdQ#_cXmMQkqNEe-lXMAnwStbdQ
0___Widget_Development_Testing_Area___streams__rm__0___Widget_Development_Testing_Area__DOORS_Next__Dev_Thierry_attributes,'Initial POOH',,https://clm.celeris.se/rm/types/AD_cc0D1EqNEe-lXMAnwStbdQ,
0___Widget_Development_Testing_Area___streams__rm__0___Widget_Development_Testing_Area__DOORS_Next__Dev_Thierry_attributes,,--,https://clm.celeris.se/rm/types/AT_cXvWAUqNEe-lXMAnwStbdQ#_cXvWB0qNEe-lXMAnwStbdQ,https://clm.celeris.se/rm/types/AT_cXvWAUqNEe-lXMAnwStbdQ#_cXvWB0qNEe-lXMAnwStbdQ
0___Widget_Development_Testing_Area___streams__rm__0___Widget_Development_Testing_Area__DOORS_Next__Dev_Thierry_attributes,,Frequent,https://clm.celeris.se/rm/types/AT_cXvWAUqNEe-lXMAnwStbdQ#_cXvWAkqNEe-lXMAnwStbdQ,https://clm.celeris.se/rm/types/AT_cXvWAUqNEe-lXMAnwStbdQ#_cXvWAkqNEe-lXMAnwStbdQ
0___Widget_Development_Testing_Area___streams__rm__0___Widget_Development_Testing_Area__DOORS_Next__Dev_Thierry_attributes,,Negligible,https://clm.celeris.se/rm/types/AT_cXvWAUqNEe-lXMAnwStbdQ#_cXvWBkqNEe-lXMAnwStbdQ,https://clm.celeris.se/rm/types/AT_cXvWAUqNEe-lXMAnwStbdQ#_cXvWBkqNEe-lXMAnwStbdQ
0___Widget_Development_Testing_Area___streams__rm__0___Widget_Development_Testing_Area__DOORS_Next__Dev_Thierry_attributes,,Occasional,https://clm.celeris.se/rm/types/AT_cXvWAUqNEe-lXMAnwStbdQ#_cXvWBEqNEe-lXMAnwStbdQ,https://clm.celeris.se/rm/types/AT_cXvWAUqNEe-lXMAnwStbdQ#_cXvWBEqNEe-lXMAnwStbdQ
0___Widget_Development_Testing_Area___streams__rm__0___Widget_Development_Testing_Area__DOORS_Next__Dev_Thierry_attributes,,Probable,https://clm.celeris.se/rm/types/AT_cXvWAUqNEe-lXMAnwStbdQ#_cXvWA0qNEe-lXMAnwStbdQ,https://clm.celeris.se/rm/types/AT_cXvWAUqNEe-lXMAnwStbdQ#_cXvWA0qNEe-lXMAnwStbdQ
0___Widget_Development_Testing_Area___streams__rm__0___Widget_Development_Testing_Area__DOORS_Next__Dev_Thierry_attributes,,Remote,https://clm.celeris.se/rm/types/AT_cXvWAUqNEe-lXMAnwStbdQ#_cXvWBUqNEe-lXMAnwStbdQ,https://clm.celeris.se/rm/types/AT_cXvWAUqNEe-lXMAnwStbdQ#_cXvWBUqNEe-lXMAnwStbdQ
0___Widget_Development_Testing_Area___streams__rm__0___Widget_Development_Testing_Area__DOORS_Next__Dev_Thierry_attributes,'Initial Risk',,https://clm.celeris.se/rm/types/AD_cc0DvUqNEe-lXMAnwStbdQ,
0___Widget_Development_Testing_Area___streams__rm__0___Widget_Development_Testing_Area__DOORS_Next__Dev_Thierry_attributes,,--,https://clm.celeris.se/rm/types/AT_cXmMIUqNEe-lXMAnwStbdQ#_cXmMJ0qNEe-lXMAnwStbdQ,https://clm.celeris.se/rm/types/AT_cXmMIUqNEe-lXMAnwStbdQ#_cXmMJ0qNEe-lXMAnwStbdQ
0___Widget_Development_Testing_Area___streams__rm__0___Widget_Development_Testing_Area__DOORS_Next__Dev_Thierry_attributes,,Acceptable,https://clm.celeris.se/rm/types/AT_cXmMIUqNEe-lXMAnwStbdQ#_cXmMIkqNEe-lXMAnwStbdQ,https://clm.celeris.se/rm/types/AT_cXmMIUqNEe-lXMAnwStbdQ#_cXmMIkqNEe-lXMAnwStbdQ
0___Widget_Development_Testing_Area___streams__rm__0___Widget_Development_Testing_Area__DOORS_Next__Dev_Thierry_attributes,,ALARP,https://clm.celeris.se/rm/types/AT_cXmMIUqNEe-lXMAnwStbdQ#_cXmMJkqNEe-lXMAnwStbdQ,https://clm.celeris.se/rm/types/AT_cXmMIUqNEe-lXMAnwStbdQ#_cXmMJkqNEe-lXMAnwStbdQ
0___Widget_Development_Testing_Area___streams__rm__0___Widget_Development_Testing_Area__DOORS_Next__Dev_Thierry_attributes,,'Broadly Acceptable',https://clm.celeris.se/rm/types/AT_cXmMIUqNEe-lXMAnwStbdQ#_cXmMJUqNEe-lXMAnwStbdQ,https://clm.celeris.se/rm/types/AT_cXmMIUqNEe-lXMAnwStbdQ#_cXmMJUqNEe-lXMAnwStbdQ
0___Widget_Development_Testing_Area___streams__rm__0___Widget_Development_Testing_Area__DOORS_Next__Dev_Thierry_attributes,,'Marginally Acceptable',https://clm.celeris.se/rm/types/AT_cXmMIUqNEe-lXMAnwStbdQ#_cXmMJEqNEe-lXMAnwStbdQ,https://clm.celeris.se/rm/types/AT_cXmMIUqNEe-lXMAnwStbdQ#_cXmMJEqNEe-lXMAnwStbdQ
0___Widget_Development_Testing_Area___streams__rm__0___Widget_Development_Testing_Area__DOORS_Next__Dev_Thierry_attributes,,Unacceptable,https://clm.celeris.se/rm/types/AT_cXmMIUqNEe-lXMAnwStbdQ#_cXmMI0qNEe-lXMAnwStbdQ,https://clm.celeris.se/rm/types/AT_cXmMIUqNEe-lXMAnwStbdQ#_cXmMI0qNEe-lXMAnwStbdQ
0___Widget_Development_Testing_Area___streams__rm__0___Widget_Development_Testing_Area__DOORS_Next__Dev_Thierry_attributes,'Initial Severity',,https://clm.celeris.se/rm/types/AD_cc0Dx0qNEe-lXMAnwStbdQ,
0___Widget_Development_Testing_Area___streams__rm__0___Widget_Development_Testing_Area__DOORS_Next__Dev_Thierry_attributes,,--,https://clm.celeris.se/rm/types/AT_cXmMKEqNEe-lXMAnwStbdQ#_cXmMLkqNEe-lXMAnwStbdQ,https://clm.celeris.se/rm/types/AT_cXmMKEqNEe-lXMAnwStbdQ#_cXmMLkqNEe-lXMAnwStbdQ
0___Widget_Development_Testing_Area___streams__rm__0___Widget_Development_Testing_Area__DOORS_Next__Dev_Thierry_attributes,,Catastrophic,https://clm.celeris.se/rm/types/AT_cXmMKEqNEe-lXMAnwStbdQ#_cXmMKUqNEe-lXMAnwStbdQ,https://clm.celeris.se/rm/types/AT_cXmMKEqNEe-lXMAnwStbdQ#_cXmMKUqNEe-lXMAnwStbdQ
0___Widget_Development_Testing_Area___streams__rm__0___Widget_Development_Testing_Area__DOORS_Next__Dev_Thierry_attributes,,Critical,https://clm.celeris.se/rm/types/AT_cXmMKEqNEe-lXMAnwStbdQ#_cXmMKkqNEe-lXMAnwStbdQ,https://clm.celeris.se/rm/types/AT_cXmMKEqNEe-lXMAnwStbdQ#_cXmMKkqNEe-lXMAnwStbdQ
0___Widget_Development_Testing_Area___streams__rm__0___Widget_Development_Testing_Area__DOORS_Next__Dev_Thierry_attributes,,Minor,https://clm.celeris.se/rm/types/AT_cXmMKEqNEe-lXMAnwStbdQ#_cXmMLEqNEe-lXMAnwStbdQ,https://clm.celeris.se/rm/types/AT_cXmMKEqNEe-lXMAnwStbdQ#_cXmMLEqNEe-lXMAnwStbdQ
0___Widget_Development_Testing_Area___streams__rm__0___Widget_Development_Testing_Area__DOORS_Next__Dev_Thierry_attributes,,Negligible,https://clm.celeris.se/rm/types/AT_cXmMKEqNEe-lXMAnwStbdQ#_cXmMLUqNEe-lXMAnwStbdQ,https://clm.celeris.se/rm/types/AT_cXmMKEqNEe-lXMAnwStbdQ#_cXmMLUqNEe-lXMAnwStbdQ
0___Widget_Development_Testing_Area___streams__rm__0___Widget_Development_Testing_Area__DOORS_Next__Dev_Thierry_attributes,,Severe,https://clm.celeris.se/rm/types/AT_cXmMKEqNEe-lXMAnwStbdQ#_cXmMK0qNEe-lXMAnwStbdQ,https://clm.celeris.se/rm/types/AT_cXmMKEqNEe-lXMAnwStbdQ#_cXmMK0qNEe-lXMAnwStbdQ
0___Widget_Development_Testing_Area___streams__rm__0___Widget_Development_Testing_Area__DOORS_Next__Dev_Thierry_attributes,'KBS-3 Clab Constraints',,https://dng.skb.se/attr/clabconstraints,
0___Widget_Development_Testing_Area___streams__rm__0___Widget_Development_Testing_Area__DOORS_Next__Dev_Thierry_attributes,'KBS-3 Clink Constraints',,https://dng.skb.se/attr/clinkconstraints,
0___Widget_Development_Testing_Area___streams__rm__0___Widget_Development_Testing_Area__DOORS_Next__Dev_Thierry_attributes,'KBS-3 Clink Engineering Area',,https://dng.skb.se/attr/clinkengineeringarea,
0___Widget_Development_Testing_Area___streams__rm__0___Widget_Development_Testing_Area__DOORS_Next__Dev_Thierry_attributes,,Anläggningsutformning,urn:ibm:doors:genhttpsdngskbsevaluceaanl:dbfffa1fbb9c90ca65bcbf7e316ceabc,urn:ibm:doors:genhttpsdngskbsevaluceaanl:dbfffa1fbb9c90ca65bcbf7e316ceabc
0___Widget_Development_Testing_Area___streams__rm__0___Widget_Development_Testing_Area__DOORS_Next__Dev_Thierry_attributes,,Automation,urn:ibm:doors:genhttpsdngskbsevaluceaauto:7b8debce33488d285470526a62ab765f,urn:ibm:doors:genhttpsdngskbsevaluceaauto:7b8debce33488d285470526a62ab765f
0___Widget_Development_Testing_Area___streams__rm__0___Widget_Development_Testing_Area__DOORS_Next__Dev_Thierry_attributes,,Berg,urn:ibm:doors:genhttpsdngskbsevaluceaberg:cb4cd5290006637babfc77d2de369db7,urn:ibm:doors:genhttpsdngskbsevaluceaberg:cb4cd5290006637babfc77d2de369db7
0___Widget_Development_Testing_Area___streams__rm__0___Widget_Development_Testing_Area__DOORS_Next__Dev_Thierry_attributes,,Byggnadsverk,urn:ibm:doors:genhttpsdngskbsevaluceabygg:eb7fab289014861bf3210c2d904cdafe,urn:ibm:doors:genhttpsdngskbsevaluceabygg:eb7fab289014861bf3210c2d904cdafe
0___Widget_Development_Testing_Area___streams__rm__0___Widget_Development_Testing_Area__DOORS_Next__Dev_Thierry_attributes,,Elkraft,urn:ibm:doors:genhttpsdngskbsevaluceaelkr:c554cef0b1fb8daae19785fd3f913281,urn:ibm:doors:genhttpsdngskbsevaluceaelkr:c554cef0b1fb8daae19785fd3f913281
0___Widget_Development_Testing_Area___streams__rm__0___Widget_Development_Testing_Area__DOORS_Next__Dev_Thierry_attributes,,'Mark och VA',urn:ibm:doors:genhttpsdngskbsevaluceamark:ae245c055e6a174273f9ce2784571a42,urn:ibm:doors:genhttpsdngskbsevaluceamark:ae245c055e6a174273f9ce2784571a42
0___Widget_Development_Testing_Area___streams__rm__0___Widget_Development_Testing_Area__DOORS_Next__Dev_Thierry_attributes,,'Mekanisk teknik',urn:ibm:doors:genhttpsdngskbsevaluceamek:684b3bb2519b009b20072b6a6e862334,urn:ibm:doors:genhttpsdngskbsevaluceamek:684b3bb2519b009b20072b6a6e862334
0___Widget_Development_Testing_Area___streams__rm__0___Widget_Development_Testing_Area__DOORS_Next__Dev_Thierry_attributes,,Processutformning,urn:ibm:doors:genhttpsdngskbsevaluceaproc:81fe46eeb13a95c5469b6c4dbd085d84,urn:ibm:doors:genhttpsdngskbsevaluceaproc:81fe46eeb13a95c5469b6c4dbd085d84
0___Widget_Development_Testing_Area___streams__rm__0___Widget_Development_Testing_Area__DOORS_Next__Dev_Thierry_attributes,,QA/QC,https://dng.skb.se/valu/cea#qa,https://dng.skb.se/valu/cea#qa
0___Widget_Development_Testing_Area___streams__rm__0___Widget_Development_Testing_Area__DOORS_Next__Dev_Thierry_attributes,,Tele,urn:ibm:doors:genhttpsdngskbsevaluceatele:c6afa97e7340c839efd46391e8232dce,urn:ibm:doors:genhttpsdngskbsevaluceatele:c6afa97e7340c839efd46391e8232dce
0___Widget_Development_Testing_Area___streams__rm__0___Widget_Development_Testing_Area__DOORS_Next__Dev_Thierry_attributes,,Uppförande,https://dng.skb.se/valu/cea#upp,https://dng.skb.se/valu/cea#upp
0___Widget_Development_Testing_Area___streams__rm__0___Widget_Development_Testing_Area__DOORS_Next__Dev_Thierry_attributes,,VVS,urn:ibm:doors:genhttpsdngskbsevaluceavvs:569086531301b0f953ff58aa02ab5fb7,urn:ibm:doors:genhttpsdngskbsevaluceavvs:569086531301b0f953ff58aa02ab5fb7
0___Widget_Development_Testing_Area___streams__rm__0___Widget_Development_Testing_Area__DOORS_Next__Dev_Thierry_attributes,'KBS-3 Clink System Group or Number',,https://dng.skb.se/attr/clinksysgroupornumber,
0___Widget_Development_Testing_Area___streams__rm__0___Widget_Development_Testing_Area__DOORS_Next__Dev_Thierry_attributes,,'1 Site Area and Buildings',https://dng.skb.se/valu/csgn#1,https://dng.skb.se/valu/csgn#1
0___Widget_Development_Testing_Area___streams__rm__0___Widget_Development_Testing_Area__DOORS_Next__Dev_Thierry_attributes,,"'113 Roads, open areas and fences'",https://dng.skb.se/valu/csgn#113,https://dng.skb.se/valu/csgn#113
